ordem;nivel;cod_dim2;Zona Geográfica;População residente - Total;População residente - H;População residente - M;População presente - Total;População presente - H;População presente - M;Famílias - Clássicas ;Famílias - Institucionais;Núcleos familiares ;Alojamentos familiares - Total ;Alojamentos familiares - Clássicos;Alojamentos familiares - Não clássicos;Alojamentos colectivos;Edifícios clássicos
209898000;6;111107;                        Queluz;26248;12178;14070;25604;11954;13650;11139;4;7875;13682;13672;10;10;2040
210092000;6;111108;                        Rio de Mouro;47311;22567;24744;44882;21112;23770;17561;7;14277;21993;21966;27;10;5193
210588000;6;111109;                        Sintra (Santa Maria e São Miguel);9364;4410;4954;9028;4202;4826;3794;4;2897;4917;4913;4;14;2817
210732000;6;111110;                        São João das Lampas;11392;5600;5792;10989;5353;5636;4438;4;3504;6708;6694;14;5;6389
211153000;6;111111;                        Sintra (São Martinho);6226;2972;3254;6078;2889;3189;2385;3;1887;3535;3533;2;10;3189
211324000;6;111112;                        Sintra (São Pedro de Penaferrim);14001;7024;6977;13591;6797;6794;4812;13;4003;6290;6280;10;16;3730
211582000;6;111113;                        Terrugem;5113;2502;2611;4934;2405;2529;1976;2;1596;2505;2499;6;2;2175
211757000;6;111114;                        Pêro Pinheiro;4246;2083;2163;4190;2102;2088;1700;3;1293;2394;2392;2;6;1911
211889000;6;111115;                        Casal de Cambra;12701;6168;6533;12435;5999;6436;4529;1;3936;5737;5722;15;1;2041
212103000;6;111116;                        Massamá;28112;13374;14738;26623;12525;14098;10691;1;8527;12689;12679;10;3;1013
212309000;6;111117;                        Monte Abraão;20809;9798;11011;19787;9196;10591;8304;1;6216;10041;10037;4;1;618
212466000;6;111118;                        Agualva;35824;17015;18809;34047;16037;18010;13951;4;10954;17350;17328;22;5;2409
212800000;6;111119;                        Cacém;21289;10112;11177;20239;9473;10766;8229;1;6494;10012;10009;3;1;1217
212985000;6;111120;                        Mira-Sintra;5280;2522;2758;5087;2415;2672;2055;1;1664;2380;2378;2;5;393
213050000;6;111121;                        São Marcos;17412;8325;9087;16441;7801;8640;6599;0;5110;8144;8136;8;1;678
213149000;5;1114;                    Vila Franca de Xira;136886;65808;71078;132269;62861;69408;53396;33;42980;65075;64919;156;50;16984
213150000;6;111401;                        Alhandra;6047;2802;3245;5935;2735;3200;2591;3;1856;3191;3190;1;2;1041
213251000;6;111402;                        Alverca do Ribatejo;31070;14918;16152;29926;14205;15721;12494;8;9866;14827;14808;19;18;3394
213701000;6;111403;                        Cachoeiras;766;383;383;758;372;386;300;1;242;368;366;2;1;363
213755000;6;111404;                        Calhandriz;801;374;427;809;377;432;313;1;260;476;476;0;1;446
213806000;6;111405;                        Castanheira do Ribatejo;7500;3623;3877;7260;3466;3794;2893;5;2313;3569;3557;12;6;989
213924000;6;111406;                        Póvoa de Santa Iria;29348;14249;15099;28235;13519;14716;10893;1;9176;12860;12854;6;1;1582
214163000;6;111407;                        São João dos Montes;6018;2962;3056;5806;2808;2998;2267;1;1936;2869;2862;7;1;1972
214402000;6;111408;                        Vialonga;21033;10192;10841;20172;9680;10492;7813;2;6639;9319;9271;48;2;2701
214743000;6;111409;                        Vila Franca de Xira;18197;8579;9618;17842;8334;9508;7565;7;5651;10091;10045;46;12;2909
215045000;6;111410;                        Sobralinho;5050;2457;2593;4840;2317;2523;1986;0;1608;2418;2405;13;2;863
215134000;6;111411;                        Forte da Casa;11056;5269;5787;10686;5048;5638;4281;4;3433;5087;5085;2;4;724
215255000;5;1115;                    Amadora;175136;82342;92794;169021;78904;90117;73433;20;53062;88002;87939;63;34;13696
215256000;6;111501;                        Alfragide;9904;4708;5196;9531;4487;5044;3859;3;2912;4502;4501;1;5;514
215339000;6;111502;                        Brandoa;17805;8535;9270;17146;8129;9017;6905;1;5365;8356;8348;8;1;1459
215458000;6;111503;                        Buraca;16081;7599;8482;15523;7283;8240;6275;5;4666;7347;7342;5;6;1511
215589000;6;111504;                        Damaia;20894;9734;11160;19989;9219;10770;9384;0;6406;11420;11393;27;0;1503
215737000;6;111505;                        Falagueira;14531;6820;7711;14110;6568;7542;6114;2;4475;7022;7020;2;3;1069
215834000;6;111506;                        Mina;17977;8445;9532;17133;7992;9141;7570;1;5546;9233;9226;7;2;1981
215965000;6;111507;                        Reboleira;14344;6558;7786;13659;6177;7482;6816;1;4281;8616;8615;1;2;635
216070000;6;111508;                        Venteira;18539;8534;10005;18721;8722;9999;8458;3;5789;10494;10491;3;10;1326
216210000;6;111509;                        Alfornelos;10439;4880;5559;10000;4614;5386;4393;1;3129;4945;4942;3;1;348
216270000;6;111510;                        São Brás;26263;12625;13638;25189;12000;13189;9829;2;8041;11419;11417;2;3;2192
216575000;6;111511;                        Venda Nova;8359;3904;4455;8020;3713;4307;3830;1;2452;4648;4644;4;1;1158
216668000;5;1116;                    Odivelas;144549;68817;75732;138238;65141;73097;57744;38;44746;69198;69042;156;40;16344
216669000;6;111601;                        Caneças;12324;5952;6372;11934;5711;6223;4548;16;3764;5527;5517;10;16;2944
216865000;6;111602;                        Famões;11095;5431;5664;10620;5143;5477;3865;8;3403;4931;4921;10;8;2841
217173000;6;111603;                        Odivelas;59559;28131;31428;56796;26521;30275;24581;5;18468;29422;29361;61;6;3521
217620000;6;111604;                        Olival Basto;5812;2767;3045;5553;2621;2932;2541;0;1778;3029;3017;12;0;663
217673000;6;111605;                        Pontinha;23041;11027;12014;22142;10521;11621;9348;2;7067;11531;11495;36;3;3207
217925000;6;111606;                        Póvoa de Santo Adrião;13061;6117;6944;12371;5722;6649;5302;0;4108;6261;6247;14;0;949
218007000;6;111607;                        Ramada;19657;9392;10265;18822;8902;9920;7559;7;6158;8497;8484;13;7;2219
218239000;4;172;                Península de Setúbal;779399;373473;405926;748700;354460;394240;312122;287;242330;420560;419681;879;430;171570
218240000;5;1502;                    Alcochete;17569;8494;9075;16855;8052;8803;6794;4;5407;8818;8813;5;11;4575
218241000;6;150201;                        Alcochete;12239;5902;6337;11736;5609;6127;4703;3;3759;6215;6213;2;10;2952
218472000;6;150202;                        Samouco;3143;1535;1608;3013;1444;1569;1257;0;970;1559;1558;1;0;853
218537000;6;150203;                        São Francisco;2187;1057;1130;2106;999;1107;834;1;678;1044;1042;2;1;770
218583000;5;1503;                    Almada;174030;82496;91534;168490;79183;89307;71901;53;53485;101443;101146;297;93;34163
218584000;6;150301;                        Almada;16584;7480;9104;15891;7112;8779;7927;8;5090;10369;10358;11;8;1672
218715000;6;150302;                        Caparica;20454;9846;10608;20202;9649;10553;7916;4;6094;10947;10931;16;7;3430
218980000;6;150303;                        Costa da Caparica;13418;6384;7034;13136;6228;6908;6135;2;3985;13964;13935;29;26;3362
219206000;6;150304;                        Cova da Piedade;19904;9082;10822;18935;8525;10410;8925;1;6341;10897;10892;5;2;1905
219376000;6;150305;                        Trafaria;5696;2774;2922;5476;2630;2846;2319;0;1678;3288;3104;184;2;2022
219488000;6;150306;                        Cacilhas;6017;2684;3333;5729;2534;3195;2818;0;1886;3721;3721;0;1;457
219536000;6;150307;                        Pragal;7156;3394;3762;7603;3590;4013;2840;1;2161;3377;3374;3;5;465
219592000;6;150308;                        Sobreda;15166;7287;7879;14626;6922;7704;5630;13;4711;6908;6891;17;13;4024
219840000;6;150309;                        Charneca de Caparica;29763;14647;15116;28604;13899;14705;11131;21;9197;18186;18178;8;24;12865
220687000;6;150310;                        Laranjeiro;20988;9941;11047;20256;9611;10645;8523;2;6430;10540;10524;16;4;1480
220838000;6;150311;                        Feijó;18884;8977;9907;18032;8483;9549;7737;1;5912;9246;9238;8;1;2481
221028000;5;1504;                    Barreiro;78764;37347;41417;75961;35607;40354;33174;22;25000;41739;41682;57;33;11008
221029000;6;150401;                        Barreiro;7449;3476;3973;7221;3319;3902;3394;4;2262;4967;4958;9;6;1729
221155000;6;150402;                        Lavradio;14428;6854;7574;13849;6505;7344;5944;5;4622;7296;7294;2;5;1442
221316000;6;150403;                        Palhais;1869;910;959;1802;861;941;754;0;595;915;905;10;1;588
221376000;6;150404;                        Santo André;11480;5538;5942;11012;5238;5774;4769;3;3703;5685;5677;8;4;1571
221511000;6;150405;                        Verderena;10285;4834;5451;9787;4560;5227;4654;0;3259;5721;5718;3;2;824
221593000;6;150406;                        Alto do Seixalinho;19995;9334;10661;19624;9072;10552;8656;4;6398;10924;10916;8;8;1717
221757000;6;150407;                        Santo António da Charneca;11536;5575;5961;10996;5253;5743;4313;6;3621;5332;5317;15;7;2588
221980000;6;150408;                        Coina;1722;826;896;1670;799;871;690;0;540;899;897;2;0;549
222026000;5;1506;                    Moita;66029;31708;34321;62833;29678;33155;26137;14;20382;34659;34623;36;14;12398
222027000;6;150601;                        Alhos Vedros;15050;7380;7670;14266;6845;7421;5970;6;4669;8210;8199;11;6;3723
222274000;6;150602;                        Baixa da Banheira;21085;9985;11100;20080;9352;10728;8879;1;6638;11767;11758;9;1;3060
222467000;6;150603;                        Moita;17653;8488;9165;16832;7978;8854;6878;5;5535;9017;9008;9;5;3796
222727000;6;150604;                        Gaio-Rosário;1227;620;607;1160;579;581;464;0;367;591;591;0;0;536
222747000;6;150605;                        Sarilhos Pequenos;1150;540;610;1129;524;605;437;1;352;620;619;1;1;488
222771000;6;150606;                        Vale da Amoreira;9864;4695;5169;9366;4400;4966;3509;1;2821;4454;4448;6;1;795
222861000;5;1507;                    Montijo;51222;24723;26499;49327;23582;25745;20576;25;15990;26733;26671;62;33;12996
222862000;6;150701;                        Canha;1689;819;870;1645;790;855;683;4;520;1200;1200;0;5;1175
222969000;6;150702;                        Montijo;29908;14259;15649;28720;13569;15151;12158;11;9296;15565;15535;30;16;5299
223501000;6;150703;                        Santo Isidro de Pegões;1538;753;785;1508;733;775;603;0;489;806;798;8;0;720
223571000;6;150704;                        Sarilhos Grandes;3424;1666;1758;3324;1600;1724;1376;2;1077;1751;1746;5;2;1577
223720000;6;150705;                        Alto-Estanqueiro-Jardia;2846;1379;1467;2793;1342;1451;1100;2;894;1301;1298;3;3;1281
223847000;6;150706;                        Pegões;2375;1176;1199;2293;1120;1173;920;4;733;1142;1132;10;4;991
223939000;6;150707;                        Atalaia;2239;1087;1152;2168;1050;1118;863;1;703;1146;1145;1;1;688
224033000;6;150708;                        Afonsoeiro;7203;3584;3619;6876;3378;3498;2873;1;2278;3822;3817;5;2;1265
224181000;5;1508;                    Palmela;62831;30486;32345;60417;28971;31446;23677;46;19679;33141;33073;68;55;21631
224182000;6;150801;                        Marateca;3724;1853;1871;3650;1811;1839;1437;2;1175;1843;1840;3;4;1674
224305000;6;150802;                        Palmela;17481;8462;9019;16769;8029;8740;6513;18;5458;9022;9007;15;22;6488
224803000;6;150803;                        Pinhal Novo;25003;12035;12968;23965;11354;12611;9515;15;7827;12489;12479;10;18;5541
225227000;6;150804;                        Quinta do Anjo;11865;5825;6040;11392;5534;5858;4455;8;3739;7380;7363;17;8;5722
225787000;6;150805;                        Poceirão;4758;2311;2447;4641;2243;2398;1757;3;1480;2407;2384;23;3;2206
225943000;5;1510;                    Seixal;158269;75916;82353;150664;71299;79365;62261;51;49684;79486;79305;181;66;30124
225944000;6;151001;                        Aldeia de Paio Pires;13258;6433;6825;12549;5976;6573;5235;1;4134;6415;6404;11;2;1634
226075000;6;151002;                        Amora;48629;23185;25444;46092;21685;24407;19554;16;15141;23933;23840;93;17;6464
226650000;6;151003;                        Arrentela;28886;13782;15104;27267;12810;14457;11337;6;9082;14364;14338;26;8;3849
227041000;6;151004;                        Seixal;2776;1304;1472;2637;1225;1412;1242;0;856;1884;1882;2;1;662
227099000;6;151005;                        Corroios;47661;22843;24818;45495;21515;23980;18651;14;15022;22820;22807;13;14;8256
227789000;6;151006;                        Fernão Ferro;17059;8369;8690;16624;8088;8536;6242;14;5449;10070;10034;36;24;9259
228604000;5;1511;                    Sesimbra;49500;24317;25183;47506;23037;24469;19274;30;15399;31792;31761;31;45;20433
228605000;6;151101;                        Sesimbra (Castelo);19053;9429;9624;18172;8881;9291;7271;8;5963;13567;13554;13;14;10567
229365000;6;151102;                        Sesimbra (Santiago);4841;2352;2489;4785;2299;2486;2120;4;1534;6038;6032;6;12;1467
229517000;6;151103;                        Quinta do Conde;25606;12536;13070;24549;11857;12692;9883;18;7902;12187;12175;12;19;8399
229999000;5;1512;                    Setúbal;121185;57986;63199;116647;55051;61596;48328;42;37304;62749;62607;142;80;24242
230000000;6;151201;                        Setúbal (Nossa Senhora da Anunciada);13738;6441;7297;13254;6108;7146;5759;9;4159;7761;7750;11;23;3483
230213000;6;151202;                        Setúbal (Santa Maria da Graça);7620;3528;4092;7270;3345;3925;3505;1;2317;4779;4772;7;5;1104
230336000;6;151203;                        Setúbal (São Julião);16740;7669;9071;15703;7106;8597;7091;7;5120;9403;9396;7;12;1496
230506000;6;151204;                        São Lourenço;11638;5656;5982;11270;5393;5877;4335;6;3595;6272;6259;13;9;4850
230815000;6;151205;                        Setúbal (São Sebastião);52542;25329;27213;50772;24083;26689;20713;11;16184;25811;25725;86;20;5886
231343000;6;151206;                        São Simão;7239;3494;3745;7050;3381;3669;2602;5;2227;3753;3745;8;6;3449
231619000;6;151207;                        Gâmbia-Pontes-Alto da Guerra;5885;2954;2931;5722;2828;2894;2132;3;1819;2509;2502;7;5;1929
231754000;6;151208;                        Sado;5783;2915;2868;5606;2807;2799;2191;0;1883;2461;2458;3;0;2045
