ordem,nivel,cod_dim2,Zona Geográfica,População residente - Total,População residente - H,População residente - M,População presente - Total,População presente - H,População presente - M,Famílias - Clássicas ,Famílias - Institucionais,Núcleos familiares ,Alojamentos familiares - Total ,Alojamentos familiares - Clássicos,Alojamentos familiares - Não clássicos,Alojamentos colectivos,Edifícios clássicos
193735000,6,110504,Estoril,26399,12062,14337,25435,11586,13849,11147,27,7650,16027,16018,9,45,5597
194151000,6,110505,Parede,21660,9829,11831,20742,9295,11447,9154,25,6290,12101,12086,15,26,3807
194427000,6,110506,São Domingos de Rana,57502,27543,29959,55206,26106,29100,21786,20,17757,26039,25999,40,19,11834
195271000,6,110601,Ajuda,15584,7120,8464,14916,6787,8129,6982,5,4610,8872,8866,6,7,2837
195474000,6,110602,Alcântara,13943,6254,7689,14352,6460,7892,6591,10,3968,8900,8886,14,20,1659
195610000,6,110603,Alto do Pina,10333,4687,5646,9975,4488,5487,4647,9,2914,6106,6104,2,11,588
195678000,6,110604,Alvalade,8869,3764,5105,9129,3850,5279,4189,9,2440,5381,5381,0,14,633
195730000,6,110605,Ameixoeira,11863,5568,6295,11299,5270,6029,4772,5,3462,6235,6227,8,5,998
195838000,6,110606,Anjos,9361,4392,4969,9442,4431,5011,4604,11,2462,6032,6027,5,34,968
195906000,6,110607,Beato,12429,5763,6666,12047,5567,6480,5757,1,3652,7636,7631,5,4,1832
196023000,6,110608,Benfica,36821,16487,20334,35713,15958,19755,16735,11,11067,21204,21197,7,17,2811
196272000,6,110609,Campo Grande,10514,4679,5835,11918,5267,6651,4669,13,2928,6199,6199,0,21,639
196343000,6,110610,Campolide,15460,7468,7992,15669,7580,8089,6729,20,4114,9235,9224,11,20,2472
196494000,6,110611,Carnide,23316,10893,12423,23072,10861,12211,9064,17,6598,11148,11145,3,18,1804
196665000,6,110612,Castelo,355,158,197,353,157,196,191,0,97,348,347,1,1,102
196676000,6,110613,Charneca,9935,4753,5182,9469,4481,4988,3677,2,2862,4446,4430,16,2,702
196752000,6,110614,Coração de Jesus,3689,1698,1991,5355,2617,2738,1928,2,946,2849,2848,1,42,493
196810000,6,110615,Encarnação,2252,1060,1192,2300,1068,1232,1175,2,578,2261,2258,3,22,497
196871000,6,110616,Graça,5787,2613,3174,5606,2514,3092,2769,3,1621,4118,4117,1,7,874
196915000,6,110617,Lapa,8000,3553,4447,7780,3445,4335,3618,7,2130,5284,5281,3,13,936
196984000,6,110618,Lumiar,41163,19140,22023,39642,18182,21460,17185,21,11690,21451,21446,5,21,1775
197247000,6,110619,Madalena,393,187,206,457,234,223,181,0,106,370,370,0,5,79
197266000,6,110620,Mártires,372,182,190,349,172,177,184,1,92,321,321,0,5,64
197278000,6,110621,Marvila,38102,17945,20157,36630,17144,19486,14194,11,11494,16669,16649,20,12,1553
197506000,6,110622,Mercês,4345,1968,2377,4121,1857,2264,2176,3,1118,3248,3241,7,4,732
197553000,6,110623,Nossa Senhora de Fátima,15283,6692,8591,16114,7069,9045,7061,20,4043,10387,10386,1,55,1264
197681000,6,110624,Pena,4486,2166,2320,4600,2299,2301,2207,4,1139,3505,3503,2,13,735
197733000,6,110625,Penha de França,12780,5680,7100,12406,5431,6975,6184,6,3642,8308,8305,3,8,1291
197804000,6,110626,Prazeres,8096,3679,4417,7660,3497,4163,3777,6,2200,4937,4924,13,12,1290
197883000,6,110627,Sacramento,742,357,385,802,383,419,376,0,173,676,674,2,10,134
197899000,6,110628,Santa Catarina,3716,1692,2024,3591,1631,1960,1917,2,913,2951,2949,2,15,608
197956000,6,110629,Santa Engrácia,5249,2376,2873,5097,2305,2792,2680,0,1507,3530,3529,1,4,662
198002000,6,110630,Santa Isabel,6875,3034,3841,6643,2919,3724,3173,9,1841,4305,4305,0,15,940
198055000,6,110631,Santa Justa,891,497,394,1865,1069,796,412,1,180,628,628,0,32,193
198076000,6,110632,Santa Maria de Belém,8541,3868,4673,8302,3755,4547,3809,13,2374,5255,5253,2,18,2000
198254000,6,110633,Santa Maria dos Olivais,51036,24026,27010,49643,23224,26419,21132,15,15230,26059,26045,14,29,3435
198614000,6,110634,Santiago,619,261,358,582,242,340,326,1,155,556,556,0,3,113
198630000,6,110635,Santo Condestável,15257,6628,8629,14566,6269,8297,7358,10,4306,9481,9476,5,14,1711
198741000,6,110636,Santo Estêvão,1511,691,820,1398,643,755,849,0,399,1565,1564,1,6,409
198784000,6,110637,Santos-o-Velho,4020,1865,2155,3966,1819,2147,1930,0,1057,2888,2888,0,10,653
198830000,6,110638,São Cristóvão e São Lourenço,1341,675,666,1275,647,628,676,4,309,1092,1092,0,4,217
198860000,6,110639,São Domingos de Benfica,33745,15194,18551,33365,14938,18427,15298,16,9821,20233,20229,4,27,1753
199063000,6,110640,São Francisco Xavier,8020,3656,4364,8496,4135,4361,3341,5,2315,4216,4203,13,6,1039
199181000,6,110641,São João,15187,6790,8397,14852,6618,8234,7233,8,4329,9484,9480,4,20,1281
199270000,6,110642,São João de Brito,11727,5152,6575,11516,5025,6491,5233,34,3181,6782,6780,2,43,1225
199375000,6,110643,São João de Deus,9798,4224,5574,9797,4230,5567,4603,6,2703,6427,6425,2,14,831
199472000,6,110644,São Jorge de Arroios,18415,8405,10010,19367,9011,10356,9218,22,4702,11887,11882,5,75,1617
199590000,6,110645,São José,2746,1295,1451,3159,1581,1578,1429,3,695,2327,2324,3,27,522
199632000,6,110646,São Mamede,5420,2358,3062,5824,2572,3252,2427,12,1386,3321,3321,0,27,594
199687000,6,110647,São Miguel,1531,694,837,1534,697,837,872,0,405,1138,1138,0,1,264
199717000,6,110648,São Nicolau,1231,715,516,1946,1082,864,456,5,229,1159,1159,0,29,234
199774000,6,110649,São Paulo,2728,1354,1374,2760,1380,1380,1315,2,702,2036,2034,2,11,396
199843000,6,110650,São Sebastião da Pedreira,6342,2877,3465,9224,4415,4809,2838,7,1651,4043,4041,2,47,589
199912000,6,110651,São Vicente de Fora,3539,1579,1960,3430,1529,1901,1842,1,998,2644,2639,5,6,831
199954000,6,110652,Sé,910,437,473,912,432,480,433,2,235,862,862,0,9,144
199975000,6,110653,Socorro,3065,1625,1440,3062,1620,1442,1470,2,750,2081,2076,5,10,473
200002000,6,110701,Apelação,5647,2785,2862,5467,2680,2787,1959,4,1591,2197,2193,4,5,662
200077000,6,110702,Bucelas,4663,2243,2420,4522,2151,2371,1893,1,1517,2612,2608,4,2,2063
200233000,6,110703,Camarate,19789,9513,10276,18971,9084,9887,7563,7,5965,9268,9201,67,8,3285
200528000,6,110705,Fanhões,2801,1403,1398,2735,1378,1357,1098,6,857,1429,1422,7,7,1284
200633000,6,110706,Frielas,2171,1088,1083,2100,1051,1049,817,0,668,1011,996,15,0,394
200683000,6,110707,Loures,27362,13071,14291,26242,12374,13868,10598,21,8481,13715,13700,15,21,5028
201172000,6,110708,Lousa,3169,1511,1658,3062,1459,1603,1268,3,981,1767,1766,1,5,1544
201302000,6,110709,Moscavide,14266,6560,7706,13745,6229,7516,6561,3,4379,7990,7990,0,3,1004
201409000,6,110712,Sacavém,18469,8708,9761,17612,8244,9368,7528,1,5658,9533,9531,2,2,1010
201551000,6,110713,Santa Iria de Azoia,18240,8836,9404,17537,8396,9141,7075,5,5883,8567,8559,8,7,3498
201984000,6,110714,Santo Antão do Tojal,4216,2097,2119,4037,1988,2049,1583,5,1310,2245,2241,4,6,1566
202101000,6,110715,São João da Talha,17252,8360,8892,16507,7920,8587,6465,5,5451,7630,7620,10,5,3336
202461000,6,110716,São Julião do Tojal,3837,1850,1987,3720,1771,1949,1430,2,1153,1793,1788,5,2,1452
202619000,6,110717,Unhos,9507,4668,4839,9159,4461,4698,3564,0,2914,4360,4346,14,0,2239
202800000,6,110719,Portela,11809,5517,6292,11290,5184,6106,4768,1,3826,5469,5464,5,1,367
202885000,6,110722,Bobadela,8839,4228,4611,8564,4060,4504,3679,1,2827,4364,4360,4,4,1123
203001000,6,110723,Prior Velho,7136,3570,3566,6951,3454,3497,2757,1,2005,3385,3362,23,3,515
203076000,6,110724,Santo António dos Cavaleiros,25881,12258,13623,24461,11451,13010,9858,1,7819,11927,11913,14,1,725
203252000,6,110901,Azueira,3164,1536,1628,3092,1493,1599,1165,2,988,1581,1580,1,2,1394
203366000,6,110902,Carvoeira,2155,1062,1093,2004,978,1026,849,0,684,1659,1658,1,1,1392
203500000,6,110903,Cheleiros,1347,675,672,1310,654,656,542,1,407,789,789,0,1,704
203577000,6,110904,Encarnação,4798,2372,2426,4621,2257,2364,1703,3,1404,2427,2425,2,4,2102
203756000,6,110905,Enxara do Bispo,1740,847,893,1705,830,875,675,0,538,829,829,0,0,754
203839000,6,110906,Ericeira,10260,4968,5292,9831,4723,5108,4076,6,3078,9047,9041,6,24,4242
204230000,6,110907,Gradil,1226,571,655,1201,560,641,442,2,357,650,649,1,4,587
204291000,6,110908,Igreja Nova,3037,1522,1515,2950,1468,1482,1155,0,970,1541,1540,1,1,1384
204452000,6,110909,Mafra,17986,8673,9313,17318,8280,9038,6780,8,5543,9103,9102,1,15,5126
204971000,6,110910,Malveira,6493,3097,3396,6208,2931,3277,2564,2,1999,3286,3283,3,2,1246
205109000,6,110911,Milharado,7023,3470,3553,6836,3336,3500,2479,1,2111,3084,3081,3,1,2296
205338000,6,110912,Santo Estêvão das Galés,1709,828,881,1675,809,866,654,2,530,880,879,1,2,819
205464000,6,110913,Santo Isidoro,3814,1902,1912,3648,1806,1842,1436,0,1186,2366,2364,2,1,2221
205660000,6,110914,Sobral da Abelheira,1152,563,589,1111,542,569,453,0,353,630,627,3,0,598
205733000,6,110915,Vila Franca do Rosário,871,418,453,837,401,436,315,0,257,438,438,0,0,375
205774000,6,110916,Venda do Pinheiro,8146,3936,4210,7763,3691,4072,2931,4,2461,3718,3715,3,4,2153
206003000,6,110917,São Miguel de Alcainça,1764,877,887,1700,842,858,668,0,552,867,867,0,0,609
206055000,6,111002,Barcarena,13861,6749,7112,13330,6411,6919,5415,10,4266,6403,6392,11,10,2358
206317000,6,111003,Carnaxide,25911,12079,13832,24987,11540,13447,10098,5,7828,11719,11717,2,10,1596
206578000,6,111004,Oeiras e São Julião da Barra,33827,15241,18586,32403,14421,17982,14825,17,10124,18274,18260,14,24,2887
207016000,6,111005,Paço de Arcos,15315,6977,8338,14829,6774,8055,6998,6,4421,8964,8962,2,11,1466
207248000,6,111006,Algés,22273,10317,11956,21169,9720,11449,9562,3,6621,11675,11674,1,5,1318
207406000,6,111007,Cruz Quebrada-Dafundo,6393,2896,3497,6308,2836,3472,2925,5,1865,3633,3633,0,6,607
207470000,6,111008,Linda-a-Velha,19999,9194,10805,19113,8721,10392,8632,7,6225,10146,10145,1,11,1544
207666000,6,111009,Porto Salvo,15157,7250,7907,14570,6894,7676,5675,4,4650,6614,6611,3,8,2762
207941000,6,111010,Queijas,10377,4972,5405,9938,4726,5212,4081,11,3253,4680,4677,3,14,1925
208101000,6,111011,Caxias,9007,4462,4545,8850,4449,4401,3373,7,2623,3948,3944,4,7,1780
208255000,6,111102,Algueirão-Mem Martins,66250,31600,34650,63034,29739,33295,25014,43,20052,30804,30787,17,47,7770
208899000,6,111103,Almargem do Bispo,8983,4401,4582,8645,4182,4463,3444,5,2801,4521,4517,4,8,3903
209201000,6,111104,Belas,26087,12691,13396,25057,12089,12968,9121,17,7602,11177,11165,12,10,2927
209521000,6,111105,Colares,7628,3623,4005,7434,3522,3912,3011,5,2318,6017,6007,10,24,5083
209798000,6,111106,Montelavar,3559,1740,1819,3429,1660,1769,1407,0,1108,1777,1775,2,2,1407
209898000,6,111107,Queluz,26248,12178,14070,25604,11954,13650,11139,4,7875,13682,13672,10,10,2040
210092000,6,111108,Rio de Mouro,47311,22567,24744,44882,21112,23770,17561,7,14277,21993,21966,27,10,5193
210588000,6,111109,Sintra (Santa Maria e São Miguel),9364,4410,4954,9028,4202,4826,3794,4,2897,4917,4913,4,14,2817
210732000,6,111110,São João das Lampas,11392,5600,5792,10989,5353,5636,4438,4,3504,6708,6694,14,5,6389
211153000,6,111111,Sintra (São Martinho),6226,2972,3254,6078,2889,3189,2385,3,1887,3535,3533,2,10,3189
211324000,6,111112,Sintra (São Pedro de Penaferrim),14001,7024,6977,13591,6797,6794,4812,13,4003,6290,6280,10,16,3730
211582000,6,111113,Terrugem,5113,2502,2611,4934,2405,2529,1976,2,1596,2505,2499,6,2,2175
211757000,6,111114,Pêro Pinheiro,4246,2083,2163,4190,2102,2088,1700,3,1293,2394,2392,2,6,1911
211889000,6,111115,Casal de Cambra,12701,6168,6533,12435,5999,6436,4529,1,3936,5737,5722,15,1,2041
212103000,6,111116,Massamá,28112,13374,14738,26623,12525,14098,10691,1,8527,12689,12679,10,3,1013
212309000,6,111117,Monte Abraão,20809,9798,11011,19787,9196,10591,8304,1,6216,10041,10037,4,1,618
212466000,6,111118,Agualva,35824,17015,18809,34047,16037,18010,13951,4,10954,17350,17328,22,5,2409
212800000,6,111119,Cacém,21289,10112,11177,20239,9473,10766,8229,1,6494,10012,10009,3,1,1217
212985000,6,111120,Mira-Sintra,5280,2522,2758,5087,2415,2672,2055,1,1664,2380,2378,2,5,393
213050000,6,111121,São Marcos,17412,8325,9087,16441,7801,8640,6599,0,5110,8144,8136,8,1,678
213150000,6,111401,Alhandra,6047,2802,3245,5935,2735,3200,2591,3,1856,3191,3190,1,2,1041
213251000,6,111402,Alverca do Ribatejo,31070,14918,16152,29926,14205,15721,12494,8,9866,14827,14808,19,18,3394
213701000,6,111403,Cachoeiras,766,383,383,758,372,386,300,1,242,368,366,2,1,363
213755000,6,111404,Calhandriz,801,374,427,809,377,432,313,1,260,476,476,0,1,446
213806000,6,111405,Castanheira do Ribatejo,7500,3623,3877,7260,3466,3794,2893,5,2313,3569,3557,12,6,989
213924000,6,111406,Póvoa de Santa Iria,29348,14249,15099,28235,13519,14716,10893,1,9176,12860,12854,6,1,1582
214163000,6,111407,São João dos Montes,6018,2962,3056,5806,2808,2998,2267,1,1936,2869,2862,7,1,1972
214402000,6,111408,Vialonga,21033,10192,10841,20172,9680,10492,7813,2,6639,9319,9271,48,2,2701
214743000,6,111409,Vila Franca de Xira,18197,8579,9618,17842,8334,9508,7565,7,5651,10091,10045,46,12,2909
215045000,6,111410,Sobralinho,5050,2457,2593,4840,2317,2523,1986,0,1608,2418,2405,13,2,863
215134000,6,111411,Forte da Casa,11056,5269,5787,10686,5048,5638,4281,4,3433,5087,5085,2,4,724
215256000,6,111501,Alfragide,9904,4708,5196,9531,4487,5044,3859,3,2912,4502,4501,1,5,514
215339000,6,111502,Brandoa,17805,8535,9270,17146,8129,9017,6905,1,5365,8356,8348,8,1,1459
215458000,6,111503,Buraca,16081,7599,8482,15523,7283,8240,6275,5,4666,7347,7342,5,6,1511
215589000,6,111504,Damaia,20894,9734,11160,19989,9219,10770,9384,0,6406,11420,11393,27,0,1503
215737000,6,111505,Falagueira,14531,6820,7711,14110,6568,7542,6114,2,4475,7022,7020,2,3,1069
215834000,6,111506,Mina,17977,8445,9532,17133,7992,9141,7570,1,5546,9233,9226,7,2,1981
